id,name,image_url,description,rarity
SP-027,笑顔でウインク,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-027_C.jpg,"目: ウインク
口: 笑顔
種族: ODRODR",C
SP-028,スノーボード,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-028_C.jpg,"コスチューム : 子供お花
種族: LBMB",C
SP-029,ヘッドホンで音楽を聞く,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-029_C.jpg,"目: まつ毛
口: にやり
アクセサリー: ヘッドフォン
種族: CPBDB",C
SP-030,酔っぱらい シャンパン,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-030_C.jpg,"目: ダブル ウインク
口: よだれ
アクセサリー: 酔っ払い　シャンパン
種族: BGWCVA",C
SP-031,スポットライト,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-031_C.jpg,"目: まつ毛
口: べぇ
背景: スポットライト
種族: PCBVP",C
SP-032,ドクロ顔,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-032_SR.jpg,"マスク: ドクロ顔
背景: 唐草模様
種族: PPWRP",SR
SP-033,SAITAMA チェンソー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-033_R.jpg,"アクセサリー: チェーンソー
コスチューム: アイスホッケー
種族: PCCPGRV",R
SP-034,タバコがうまい,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-034_C.jpg,"目: バッテン目
口: ぺろり
マウスウェア: タバコがうまい
種族: RVRRVLV",C
SP-035,涙の滝,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-035_C.jpg,"目: まつ毛
口: 笑顔
アイウェア: 涙の滝
種族: PPWOOR",C
SP-036,エアメール,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-036_C.jpg,"目: まつ毛
口: べぇ
アクセサリー: ラブレター
種族: POOO",C
SP-037,目からビーム,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-037_SR.jpg,"目: ノーマル
口: べぇ
アイウェア: 目からビーム
種族: ALBBBRB",SR
SP-038,ドラキュラ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-038_R.jpg,"コスチューム: ドラキュラ
種族: DBMBDB",R
SP-039,ラブ&キス,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-039_C.jpg,"マスク: ラブ&キス
種族: BVVLVV",C
SP-040,忍者,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-040_R.jpg,"目: バッテン目
コスチューム: 忍者
種族: LPDPG",R
SP-041,ゲームやってて寂しいな,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-041_C.jpg,"目: 泣く
口: べぇ
背景: スーパーマッドボムゲーム
種族: PSPDPR",C
SP-042,ウォーホル迷彩,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-042_C.jpg,"目: ウインク
口: 笑顔
背景: 迷彩
種族: PRRPS",C
SP-043,花火,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-043_SR.jpg,"目: ノーマル
口: にやり
背景: 花火
種族: DRDGDOR",SR
SP-044,トマト,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-044_C.jpg,"目: びっくり
口: よだれ
アクセサリー: トマト
種族: POHYOR",C
SP-045,パイプの煙,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-045_C.jpg,"目: バッテン目
口: 茫然
マウスウェア: パイプの煙
種族: LBPYYO",C
SP-046,ダイビング,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-046_C.jpg,"目: 寝てる
口: 笑顔
アイウェア: シュノーケル
背景: 海底
種族: TBBBNB",C
SP-047,タコキャップ白,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-047_C.jpg,"目: ノーマル
口: 笑顔
アクセサリー: タコキャップ
種族: LPBLA",C
SP-048,ブリブリグリル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-048_C.jpg,"目: バッテン目
口: 満足
マウスウェア: ブリブリグリル
種族: IDPP",C
SP-049,スシバー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-049_C.jpg,"目: びっくり
口: 笑顔
アクセサリー: スシバー
コスチューム: 日本料理店
種族: BPBVDP",C
SP-050,プロゲーマー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-050_C.jpg,"口: 茫然
アイウェア: ワインレッドゴーグル
アクセサリー: ペケバコ
種族: FPRPP",C
SP-051,太陽,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-051_C.jpg,"目: びっくり
口: 不満
背景: 太陽
種族: OWLRP",C
SP-052,ピエロ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-052_SR.jpg,"コスチューム: ピエロ
種族: OHYOR",SR
SP-053,シャッターグラス,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-053_C.jpg,"目: 寝てる
口: 茫然
アイウェア: シャッターグラス
種族: YHYLL",C
SP-054,フードファイターとうどん,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-054_C.jpg,"口: 満足
アイウェア: 燃えてる目
マウスウェア: うどん
種族: YLGLL",C
SP-055,超科学,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-055_R.jpg,"目: バッテン目
口: 吐血
アクセサリー: 超科学
種族: IMAV",R
SP-056,パッチ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-056_C.jpg,"目: よそ見
口: 一文字
アイウェア: パッチ
種族: DRLDPCV",C
SP-057,キョンシー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-057_R.jpg,"目: びっくり
口: 笑顔
コスチューム: キョンシー
種族: RVLCFP",R
SP-058,ゲームのよだれ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-058_C.jpg,"目: ノーマル
口: よだれ
背景: スーパーマッドボムゲーム
種族: PLPRRR",C
SP-059,コノハ隠れの術,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-059_C.jpg,"目: まつ毛
口: ぺろり
アクセサリー: コノハ隠れの術
種族: RR",C
SP-060,雷紋,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-060_C.jpg,"目: まつ毛
口: 満足
背景: 雷紋
種族: OSPSRR",C
SP-061,ざるそば,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-061_C.jpg,"目: ウインク
口: ぺろり
アイウェア: パイロットゴーグル
マウスウェア: ざるそば
コスチューム: 日本料理店
種族: LYGYHYDO",C
SP-062,タコキャップピンク,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-062_C.jpg,"目: ノーマル
口: びっくり
アクセサリー: タコキャップ
種族: ICCY",C
SP-063,水面とドクロ顔,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-063_SR.jpg,"マスク: ドクロ顔
背景: 水面
種族: PLGPGLLLG",SR
SP-064,NEOタワー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-064_C.jpg,"目: よそ見
口: 笑顔
マウスウェア: 夜景
種族: CVWCPCV",C
SP-065,ペロペロキャンディー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-065_C.jpg,"目: びっくり
口: ぺろり
マウスウェア: ペロペロキャンディー
種族: DPBPCPP",C
SP-066,吐血,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-066_C.jpg,"目: ノーマル
口: 吐血
種族: PCPG",C
SP-067,マフラー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-067_C.jpg,"目: 泣く
口: 吐血
アクセサリー: マフラー
背景: 発光
種族: DRRS",C
SP-068,DOB 被り物,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-068_SR.jpg,"目: ウインク
口: べぇ
アクセサリー: DOB被り物
種族: SHBSDO",SR
SP-069,銅メダル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-069_R.jpg,"目: びっくり
口: ぺろり
アクセサリー: 銅メダル
種族: KYOLODO",R
SP-070,金に目がくらむ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-070_SR.jpg,"口: 満足
アイウェア: 金に目がくらむ
種族: YWY",SR
SP-071,砂漠,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-071_C.jpg,"口: 満足
アイウェア: スキーゴーグル
背景: Desert
種族: MLGAG",C
SP-072,コーラ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-072_C.jpg,"目: ノーマル
口: にやり
アクセサリー: コーラ
種族: LGLBCG",C
SP-073,金メダル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-073_R.jpg,"目: ノーマル
口: べぇ
アクセサリー: 金メダル
種族: VLPCPV",R
SP-074,ゴルフ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-074_C.jpg,"目: びっくり
口: 満足
アクセサリー: キャップ
コスチューム: ゴルフ
種族: LPCP",C
SP-075,夕陽,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-075_C.jpg,"目: 寝てる
口: よだれ
背景: Sunset
アイウェア: Pilot Goggles
種族: LRRR",C
SP-076,カラオケラブソング,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-076_C.jpg,"口: 茫然
コスチューム: Karaoke
アイウェア: Fall in Love
種族: BVSR",C
SP-077,斜め縞レインボー 16×16,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-077_R.jpg,"目: よそ見
口: 茫然
背景: 斜め縞レインボー 16×16
種族: BYPOODO",R
SP-078,八重フラワー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-078_R.jpg,"目: ノーマル
口: ぺろり
コスチューム: 八重フラワー
種族: LGPYLY",R
SP-079,Xゲーム,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-079_R.jpg,"目: よそ見
口: 一文字
背景: Xゲーム
アクセサリー: イヤリング
種族: PYLG",R
SP-080,イチゴ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-080_C.jpg,"目: ウインク
口: ぺろり
アクセサリー: イチゴ
種族: PGWAG",C
SP-081,銀メダル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-081_R.jpg,"目: バッテン目
口: よだれ
アクセサリー: 銀メダル
種族: GFG",R
SP-082,めまいを起こす背景,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-082_C.jpg,"目: バッテン目
口: 吐血
背景: 幾何学模様2
種族: CPLOM",C
SP-083,赤フチのサングラス,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-083_C.jpg,"口: 笑顔
アイウェア: 赤フチのサングラス
種族: CRRRV",C
SP-084,銀行強盗,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-084_C.jpg,"目: ウインク
マウスウェア: バンダナマスク
背景: Coin
種族: ORLRR",C
SP-085,闘病中,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-085_C.jpg,"目: バッテン目
マウスウェア: マスク
アクセサリー: 点滴
種族: RDOSDO",C
SP-086,野球キャッチャー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-086_C.jpg,"目: まつ毛
口: よだれ
アクセサリー: キャップ
コスチューム: Baseball Mitt
種族: IMHY",C
SP-087,ホウタイグルグル巻きのゾンビ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-087_C.jpg,"目: ノーマル
口: 一文字
マウスウェア: スライム嘔吐
コスチューム: ミイラA
種族: PLGPYHYLG",C
SP-088,ピザ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-088_C.jpg,"目: まつ毛
口: びっくり
マウスウェア: ピザ
種族: PGLG",C
SP-089,雪,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-089_C.jpg,"目: ウインク
口: ぺろり
コスチューム: 雪
種族: GPLGSG",C
SP-090,ヒゲモシャ男,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-090_C.jpg,"目: 寝てる
口: 茫然
マウスウェア: ヒゲモシャ男
種族: DGMGPLGGG",C
SP-091,レインボー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-091_R.jpg,"目: ノーマル
口: 満足
コスチューム: 虹
種族: LPLYCPS",R
SP-092,メンチ切った目,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-092_C.jpg,"口: ぺろり
アイウェア: メンチ切った目
種族: LRDRLRSR",C
SP-093,オッドブロックゲーム,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-093_SR.jpg,"口: にやり
アイウェア: ワインレッドゴーグル
背景: オッドブロックゲーム
種族: PPBOR",SR
SP-094,デザート迷彩,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-094_C.jpg,"目: 泣く
口: よだれ
背景: 迷彩
種族: ODYS",C
SP-095,バタフライ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-095_SR.jpg,"目: バッテン目
口: にやり
コスチューム: バタフライ
種族: WGLLYG",SR
SP-096,パイロットゴーグル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-096_C.jpg,"目: バッテン目
口: 不満
アイウェア: パイロットゴーグル
種族: PLGWYG",C
SP-097,茶色のサングラス,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-097_C.jpg,"口: ぺろり
アイウェア: 茶色のサングラス
種族: GPGPG",C
SP-098,バッター,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-098_R.jpg,"目: まつ毛
口: にっこり
アクセサリー: キャップ
コスチューム: 野球バット
種族: GWGG",R
SP-099,きのこ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-099_C.jpg,"目: ノーマル
口: よだれ
アクセサリー: きのこ
種族: DGEPLGSG",C
SP-100,カーソル,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-100_C.jpg,"目: びっくり
口: 吐血
アクセサリー: カーソル
種族: RLPMS",C
SP-101,メルティングお花,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-101_R.jpg,"口: 不満
コスチューム: メルティングお花
種族: LRLOLRLO",R
SP-102,カエルが苦手,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-102_R.jpg,"目: 泣く
口: べぇ
アクセサリー: カエル, 蝶ネクタイ
種族: OLOMSO",R
SP-103,砂時計,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-103_C.jpg,"目: よそ見
口: ぺろり
アクセサリー: 砂時計
種族: OGLYLYLG",C
SP-104,竹,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-104_R.jpg,"目: ウインク
口: にやり
背景: 竹
種族: LGRGOGCG",R
SP-105,ジャングル迷彩,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-105_C.jpg,"目: ウインク
口: 笑顔
背景: 迷彩
種族: LGYGYGMG",C
SP-106,タコキャップブルー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-106_SR.jpg,"目: まつ毛
口: にやり
アクセサリー: タコキャップ
種族: YGMG",SR
SP-107,ブドウ,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-107_C.jpg,"目: 泣く
口: よだれ
アクセサリー: ブドウ
種族: BGGSG",C
SP-108,日本刀,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-108_R.jpg,"目: バッテン目
口: べぇ
アクセサリー: 日本刀
種族: DGMG",R
SP-109,ネオン,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-109_UR.jpg,"目: ノーマル
口: にやり
コスチューム: ネオン
種族: DBLBBB",UR
SP-110,酔っぱらい シャンパン,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-110_UR.jpg,"目: 両目ウインク
口: よだれ
アクセサリー: 酔っ払い シャンパン
種族: BGWCVA",UR
SP-111,SAITAMA チェンソー,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-111_UR.jpg,"アクセサリー: チェーンソー
コスチューム: アイスホッケー
種族: PCCPGRV",UR
SP-112,めまいを起こす背景,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-112_UR.jpg,"目: バッテン目
口: 吐血
アイウェア: 幾何学模様2
種族: CPLOM",UR
SP-113,木魂くん,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-113_SA.jpg,"アクセサリー: FGWストーン&ヒイラギの杖
スペシャル: ポニョパヨ・エネルギージェル
コスチューム: バッドウィング・ヘッドギア&マント
背景: ZEUSMAP-RⅠ",SA
SP-114,朝ぼらけちゃん,https://mfctc.kaikaikiki.comassets/images/card/EN_SP-114_SA.jpg,"アクセサリー: FGW・アクアハーティア, エネルギー・グラブ・ブレスレット
コスチューム: 魔女の帽子
背景: ZEUSMAP-RⅡ",SA
