URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/N3/23,https://images.pokemontcg.io/neo3/23_hires.png,Skarmory,#23 · Rare,Neo Revelation (N3),5.40
https://limitlesstcg.com/cards/N3/24,https://images.pokemontcg.io/neo3/24_hires.png,Sneasel,#24 · Rare,Neo Revelation (N3),4.74
https://limitlesstcg.com/cards/N3/25,https://images.pokemontcg.io/neo3/25_hires.png,Starmie,#25 · Rare,Neo Revelation (N3),2.90
https://limitlesstcg.com/cards/N3/26,https://images.pokemontcg.io/neo3/26_hires.png,Sudowoodo,#26 · Rare,Neo Revelation (N3),6.06
https://limitlesstcg.com/cards/N3/27,https://images.pokemontcg.io/neo3/27_hires.png,Suicune,#27 · Rare,Neo Revelation (N3),8.39
https://limitlesstcg.com/cards/N3/28,https://images.pokemontcg.io/neo3/28_hires.png,Flaaffy,#28 · Uncommon,Neo Revelation (N3),1.30
https://limitlesstcg.com/cards/N3/29,https://images.pokemontcg.io/neo3/29_hires.png,Golbat,#29 · Uncommon,Neo Revelation (N3),0.78
https://limitlesstcg.com/cards/N3/30,https://images.pokemontcg.io/neo3/30_hires.png,Graveler,#30 · Uncommon,Neo Revelation (N3),1.32
https://limitlesstcg.com/cards/N3/31,https://images.pokemontcg.io/neo3/31_hires.png,Jynx,#31 · Uncommon,Neo Revelation (N3),2.47
https://limitlesstcg.com/cards/N3/32,https://images.pokemontcg.io/neo3/32_hires.png,Lanturn,#32 · Uncommon,Neo Revelation (N3),0.85
https://limitlesstcg.com/cards/N3/33,https://images.pokemontcg.io/neo3/33_hires.png,Magcargo,#33 · Uncommon,Neo Revelation (N3),1.37
https://limitlesstcg.com/cards/N3/34,https://images.pokemontcg.io/neo3/34_hires.png,Octillery,#34 · Uncommon,Neo Revelation (N3),1.74
https://limitlesstcg.com/cards/N3/35,https://images.pokemontcg.io/neo3/35_hires.png,Parasect,#35 · Uncommon,Neo Revelation (N3),0.83
https://limitlesstcg.com/cards/N3/36,https://images.pokemontcg.io/neo3/36_hires.png,Piloswine,#36 · Uncommon,Neo Revelation (N3),0.98
https://limitlesstcg.com/cards/N3/37,https://images.pokemontcg.io/neo3/37_hires.png,Seaking,#37 · Uncommon,Neo Revelation (N3),0.69
https://limitlesstcg.com/cards/N3/38,https://images.pokemontcg.io/neo3/38_hires.png,Stantler,#38 · Uncommon,Neo Revelation (N3),0.78
https://limitlesstcg.com/cards/N3/39,https://images.pokemontcg.io/neo3/39_hires.png,Unown [B],#39 · Uncommon,Neo Revelation (N3),1.21
https://limitlesstcg.com/cards/N3/40,https://images.pokemontcg.io/neo3/40_hires.png,Unown [Y],#40 · Uncommon,Neo Revelation (N3),1.63
https://limitlesstcg.com/cards/N3/41,https://images.pokemontcg.io/neo3/41_hires.png,Aipom,#41 · Common,Neo Revelation (N3),0.66
https://limitlesstcg.com/cards/N3/42,https://images.pokemontcg.io/neo3/42_hires.png,Chinchou,#42 · Common,Neo Revelation (N3),0.43
https://limitlesstcg.com/cards/N3/43,https://images.pokemontcg.io/neo3/43_hires.png,Farfetch'd,#43 · Common,Neo Revelation (N3),2.43
https://limitlesstcg.com/cards/N3/44,https://images.pokemontcg.io/neo3/44_hires.png,Geodude,#44 · Common,Neo Revelation (N3),0.31
https://limitlesstcg.com/cards/N3/45,https://images.pokemontcg.io/neo3/45_hires.png,Goldeen,#45 · Common,Neo Revelation (N3),0.47
https://limitlesstcg.com/cards/N3/46,https://images.pokemontcg.io/neo3/46_hires.png,Murkrow,#46 · Common,Neo Revelation (N3),0.50
https://limitlesstcg.com/cards/N3/47,https://images.pokemontcg.io/neo3/47_hires.png,Paras,#47 · Common,Neo Revelation (N3),0.42
https://limitlesstcg.com/cards/N3/48,https://images.pokemontcg.io/neo3/48_hires.png,Quagsire,#48 · Common,Neo Revelation (N3),0.61
https://limitlesstcg.com/cards/N3/49,https://images.pokemontcg.io/neo3/49_hires.png,Qwilfish,#49 · Common,Neo Revelation (N3),0.11
https://limitlesstcg.com/cards/N3/50,https://images.pokemontcg.io/neo3/50_hires.png,Remoraid,#50 · Common,Neo Revelation (N3),0.48
https://limitlesstcg.com/cards/N3/51,https://images.pokemontcg.io/neo3/51_hires.png,Shuckle,#51 · Common,Neo Revelation (N3),0.44
https://limitlesstcg.com/cards/N3/52,https://images.pokemontcg.io/neo3/52_hires.png,Skiploom,#52 · Common,Neo Revelation (N3),0.26
https://limitlesstcg.com/cards/N3/53,https://images.pokemontcg.io/neo3/53_hires.png,Slugma,#53 · Common,Neo Revelation (N3),0.41
https://limitlesstcg.com/cards/N3/54,https://images.pokemontcg.io/neo3/54_hires.png,Smoochum,#54 · Common,Neo Revelation (N3),0.79
https://limitlesstcg.com/cards/N3/55,https://images.pokemontcg.io/neo3/55_hires.png,Snubbull,#55 · Common,Neo Revelation (N3),0.61
https://limitlesstcg.com/cards/N3/56,https://images.pokemontcg.io/neo3/56_hires.png,Staryu,#56 · Common,Neo Revelation (N3),0.54
https://limitlesstcg.com/cards/N3/57,https://images.pokemontcg.io/neo3/57_hires.png,Swinub,#57 · Common,Neo Revelation (N3),0.34
https://limitlesstcg.com/cards/N3/58,https://images.pokemontcg.io/neo3/58_hires.png,Unown [K],#58 · Common,Neo Revelation (N3),0.82
https://limitlesstcg.com/cards/N3/59,https://images.pokemontcg.io/neo3/59_hires.png,Zubat,#59 · Common,Neo Revelation (N3),0.31
https://limitlesstcg.com/cards/N3/60,https://images.pokemontcg.io/neo3/60_hires.png,Balloon Berry,#60 · Uncommon,Neo Revelation (N3),0.70
https://limitlesstcg.com/cards/N3/61,https://images.pokemontcg.io/neo3/61_hires.png,Healing Field,#61 · Uncommon,Neo Revelation (N3),0.63
https://limitlesstcg.com/cards/N3/62,https://images.pokemontcg.io/neo3/62_hires.png,Pokémon Breeder Fields,#62 · Uncommon,Neo Revelation (N3),0.45
https://limitlesstcg.com/cards/N3/63,https://images.pokemontcg.io/neo3/63_hires.png,Rocket's Hideout,#63 · Uncommon,Neo Revelation (N3),1.00
https://limitlesstcg.com/cards/N3/64,https://images.pokemontcg.io/neo3/64_hires.png,Old Rod,#64 · Common,Neo Revelation (N3),0.33
https://limitlesstcg.com/cards/N3/65,https://images.pokemontcg.io/neo3/65_hires.png,Shining Gyarados,#65 · Secret Rare,Neo Revelation (N3),248.23
https://limitlesstcg.com/cards/N3/66,https://images.pokemontcg.io/neo3/66_hires.png,Shining Magikarp,#66 · Secret Rare,Neo Revelation (N3),190.82
